"maprojid","magencyacro","magencyname","typecategory","totalplannedcommit","commit_total","spent_total"
"068NETSERVER","ACS","Administration for Children's Services","ITT, Vehicles, and Equipment","1691000","0.00","134510.40"
"068PREVSYST","ACS","Administration for Children's Services","ITT, Vehicles, and Equipment","7191000","0","0"
"068ROBPROCA","ACS","Administration for Children's Services","ITT, Vehicles, and Equipment","1000000","0","0"
"068SALEF","ACS","Administration for Children's Services","ITT, Vehicles, and Equipment","1000000","0","0"
"841HWM100CTN","DOT","Department of Transportation","Fixed Asset","0","0","0"
"126PV639ADOC","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"846P-312SWIN","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","544102.54"
"806RROCHDALE","HPD","Housing Preservation and Development",,"3380000","0","3780000"
"806RVANSIC","HPD","Housing Preservation and Development",,"250000","0","0"
"806RVILLAGE","HPD","Housing Preservation and Development",,"2733000","0","0"
"806RWDSTKTER","HPD","Housing Preservation and Development",,"4500000","0","0"
"806S105W108","HPD","Housing Preservation and Development",,"0","0","0"
"806S1356FULT","HPD","Housing Preservation and Development",,"500000","0","0"
"806S1546ENY","HPD","Housing Preservation and Development",,"1000000","0","1000000"
"806S778PRATT","HPD","Housing Preservation and Development",,"300000","0","0"
"806SCATH","HPD","Housing Preservation and Development",,"1000000","0","0"
"806SCELINA","HPD","Housing Preservation and Development",,"1000000","0","0"
"806SCLARKSON","HPD","Housing Preservation and Development",,"2000000","0","0"
"806SCOMMONS","HPD","Housing Preservation and Development",,"1000000","0","0"
"806SDLACB67","HPD","Housing Preservation and Development",,"1500000","0","0"
"806SEED-45","HPD","Housing Preservation and Development",,"15000000","0","0"
"806SENIOR28","HPD","Housing Preservation and Development",,"54698000","0","0"
"806SENIOR29","HPD","Housing Preservation and Development",,"58621000","0","0"
"806SENIOR30","HPD","Housing Preservation and Development",,"77319000","0","0"
"806SENIOR31","HPD","Housing Preservation and Development",,"79719000","0","0"
"806SENIOR32","HPD","Housing Preservation and Development",,"55902000","0","0"
"806SGREENHPE","HPD","Housing Preservation and Development",,"1500000","0","0"
"806SHAVENGRN","HPD","Housing Preservation and Development",,"5140000","0","0"
"806SIKOS","HPD","Housing Preservation and Development",,"3000000","0","0"
"806SMHANYAK","HPD","Housing Preservation and Development",,"315000","0","0"
"806SNRASTORI","HPD","Housing Preservation and Development",,"5850000","0","0"
"068SPAYFCPOR","ACS","Administration for Children's Services","ITT, Vehicles, and Equipment","0","0","0"
"068SYSUPGRAD","ACS","Administration for Children's Services","ITT, Vehicles, and Equipment","0","0","0"
"068TABDATAMG","ACS","Administration for Children's Services","ITT, Vehicles, and Equipment","641000","0","168737"
"068TANIUMSEC","ACS","Administration for Children's Services","ITT, Vehicles, and Equipment","980000","0","0"
"068UNIONHALB","ACS","Administration for Children's Services","ITT, Vehicles, and Equipment","260000","0.00","903812.22"
"068VOIP","ACS","Administration for Children's Services","ITT, Vehicles, and Equipment","488000","719.60","4407832.41"
"841HWX711","DOT","Department of Transportation","Fixed Asset","2625000","0","0"
"806SWTREMONT","HPD","Housing Preservation and Development",,"1250000","0","0"
"806TERMINAL","HPD","Housing Preservation and Development",,"2392000","0","0"
"841STGWIRERP","DOT","Department of Transportation","Fixed Asset","21000","158959.20","8812176.81"
"841TD19-9302","DOT","Department of Transportation","ITT, Vehicles, and Equipment","1863000","804798.60","11209855.41"
"846P-109NBLE","DPR","Department of Parks and Recreation","Fixed Asset","23000","7217.50","1926429.33"
"850PV490-Q3","DDC","Department of Design and Construction","Fixed Asset","412000","753122.56","22613591.62"
"071HHCN003","DHS","Department of Homeless Services","ITT, Vehicles, and Equipment","250000","0","0"
"806YWCABK","HPD","Housing Preservation and Development",,"1915000","0","1675000"
"816CMEBIOMEK","DOHMH","Department of Health and Mental Hygiene",,"493000","0","0"
"816CMECRDLPT","DOHMH","Department of Health and Mental Hygiene",,"60000","0","0"
"816CMEFTOX","DOHMH","Department of Health and Mental Hygiene",,"2410000","0","0"
"816CMELIQCHR","DOHMH","Department of Health and Mental Hygiene",,"735000","0","0"
"816CMEPAFW","DOHMH","Department of Health and Mental Hygiene",,"11086000","0","0"
"846P-101BPAR","DPR","Department of Parks and Recreation","Fixed Asset","66000","134398.38","1380783.40"
"846P-109PAR1","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","1676378.75"
"846P-109PAR2","DPR","Department of Parks and Recreation","Fixed Asset","0","422.60","4170015.45"
"846P-3DELURY","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","415592.71"
"806HAM13SURF","HPD","Housing Preservation and Development","Fixed Asset","0","0.00","9376054.43"
"81920202441","HHC","Health and Hospitals Corporation",,"1500000","0","0"
"81920202501","HHC","Health and Hospitals Corporation",,"750000","0","0"
"81921201803","HHC","Health and Hospitals Corporation",,"221000","12220.11","461722.90"
"81921202145","HHC","Health and Hospitals Corporation",,"0","0","305996"
"81921202243","HHC","Health and Hospitals Corporation",,"32000","0","101480"
"81921202244","HHC","Health and Hospitals Corporation",,"0","0.0","80882.2"
"81921202301","HHC","Health and Hospitals Corporation",,"9358000","92111.77","549409.23"
"81921202303","HHC","Health and Hospitals Corporation",,"0","148528.48","754501.52"
"81921202344","HHC","Health and Hospitals Corporation",,"97000","27616.21","5491126.97"
"81921202442","HHC","Health and Hospitals Corporation",,"0","0","111690"
"806HAM16LGSC","HPD","Housing Preservation and Development","ITT, Vehicles, and Equipment","14000","21000","134658"
"806CSXN017CC","HPD","Housing Preservation and Development","Fixed Asset","500000","0","0"
"056PO79BMAHX","NYPD","Police Department","Fixed Asset","26000","43610","207490"
"806HAM11DAVC","HPD","Housing Preservation and Development","Lump Sum","281000","0.00","1206938.35"
"81921202603","HHC","Health and Hospitals Corporation",,"102000","0","0"
"806HAM16CLGY","HPD","Housing Preservation and Development","Fixed Asset","224000","399123.28","1102112.26"
"81922200601","HHC","Health and Hospitals Corporation",,"47000","0.00","1191986.38"
"846P-3ALSMTH","DPR","Department of Parks and Recreation","Fixed Asset","2922000","3760.47","136239.53"
"81922202202","HHC","Health and Hospitals Corporation",,"580000","419781.09","256127.27"
"81922202241","HHC","Health and Hospitals Corporation",,"34000","0","76401"
"81922202401","HHC","Health and Hospitals Corporation",,"250000","0","0"
"81922202502","HHC","Health and Hospitals Corporation",,"650000","0","0"
"81923202021","HHC","Health and Hospitals Corporation",,"531000","0.00","1108075.74"
"81923202140","HHC","Health and Hospitals Corporation",,"62000","0.00","88189.78"
"81923202602","HHC","Health and Hospitals Corporation",,"500000","0","0"
"81924202043","HHC","Health and Hospitals Corporation",,"1000","0.0","682324.7"
"81924202142","HHC","Health and Hospitals Corporation",,"0","3006.50","687969.44"
"81924202204","HHC","Health and Hospitals Corporation",,"257557000","16410201.96","14625615.78"
"81924202206","HHC","Health and Hospitals Corporation",,"9890000","3348209.9","4761958.1"
"806NCEDAR","HPD","Housing Preservation and Development",,"500000","0","0"
"806NCONTELLO","HPD","Housing Preservation and Development","Fixed Asset","476000","0","0"
"806NDOWLING","HPD","Housing Preservation and Development","Fixed Asset","800000","0","1700000"
"81926202046","HHC","Health and Hospitals Corporation",,"0","0","0"
"806NDRAPER","HPD","Housing Preservation and Development","Fixed Asset","2000000","0","4000000"
"81926202048","HHC","Health and Hospitals Corporation",,"0","182253.65","0"
"806NHSNOBX","HPD","Housing Preservation and Development",,"250000","0","0"
"81926202103","HHC","Health and Hospitals Corporation",,"5894000","0","167017"
"81926202140","HHC","Health and Hospitals Corporation",,"74000","0","126190"
"81926202141","HHC","Health and Hospitals Corporation",,"199000","1500","299505"
"81926202144","HHC","Health and Hospitals Corporation",,"86000","0","0"
"81926202201","HHC","Health and Hospitals Corporation",,"19795000","7149441.7","5737511.3"
"81926202302","HHC","Health and Hospitals Corporation",,"4100000","2306.3","106708.7"
"81926202607","HHC","Health and Hospitals Corporation",,"3000000","0","0"
"81927201802","HHC","Health and Hospitals Corporation",,"120000","0","0"
"81927202341","HHC","Health and Hospitals Corporation",,"1000","0","377795"
"81929201801","HHC","Health and Hospitals Corporation",,"23000","119305.68","1357293.32"
"806NMORRISAV","HPD","Housing Preservation and Development","Fixed Asset","1000000","0","0"
"806NPELHAM","HPD","Housing Preservation and Development","Fixed Asset","1400000","0","0"
"806NSENDA","HPD","Housing Preservation and Development","Fixed Asset","1250000","0","0"
"806NVIAVERDE","HPD","Housing Preservation and Development","Fixed Asset","500000","0","1500000"
"806PROMWEST","HPD","Housing Preservation and Development",,"2000000","0","0"
"806RABCE116","HPD","Housing Preservation and Development","Lump Sum","500000","0","0"
"068VOIP4","ACS","Administration for Children's Services","ITT, Vehicles, and Equipment","4340000","1260539.10","74725.15"
"806RBKGARDEN","HPD","Housing Preservation and Development","Fixed Asset","1065000","43491","466424"
"806RCITILEAF","HPD","Housing Preservation and Development","Fixed Asset","35000","0","365000"
"806RCOUNCOUR","HPD","Housing Preservation and Development","Fixed Asset","2293000","0.00","8356859.06"
"806RDAYTON","HPD","Housing Preservation and Development","Fixed Asset","250000","0","0"
"806RESPLAN","HPD","Housing Preservation and Development","Fixed Asset","2033000","0","3300000"
"806RFRANKLIN","HPD","Housing Preservation and Development","Fixed Asset","3885000","0","3000000"
"806RMRCGREEN","HPD","Housing Preservation and Development","Fixed Asset","52000","0","447800"
"806RWARREN","HPD","Housing Preservation and Development","Fixed Asset","2200000","0","0"
"806XSUBWIL","HPD","Housing Preservation and Development","Lump Sum","162000","0","315000"
"816CMEIT","DOHMH","Department of Health and Mental Hygiene","ITT, Vehicles, and Equipment","5000000","0.00","9231809.70"
"816CMEMOLECU","DOHMH","Department of Health and Mental Hygiene","ITT, Vehicles, and Equipment","478000","58451.64","1100810.88"
"816CMEVEHICL","DOHMH","Department of Health and Mental Hygiene","ITT, Vehicles, and Equipment","4129000","1843355.50","1740506.13"
"816HL82REVNU","DOHMH","Department of Health and Mental Hygiene","ITT, Vehicles, and Equipment","0","220479.0","1708347.0"
"816HL82SECUR","DOHMH","Department of Health and Mental Hygiene","ITT, Vehicles, and Equipment","30175000","0.00","2687107.50"
"816HL82SIAS","DOHMH","Department of Health and Mental Hygiene","Fixed Asset","61000","81976.00","313226.41"
"816HL82WLSHC","DOHMH","Department of Health and Mental Hygiene","Fixed Asset","0","0","0"
"81913201502","HHC","Health and Hospitals Corporation","Fixed Asset","17000","375025.63","19003370.91"
"81922200801","HHC","Health and Hospitals Corporation","Fixed Asset","64000","0.00","1944745.23"
"846P-3ANCH03","DPR","Department of Parks and Recreation","Fixed Asset","736000","962045.26","3363176.08"
"81929202404","HHC","Health and Hospitals Corporation",,"4000000","0","0"
"81933202043","HHC","Health and Hospitals Corporation",,"656000","0","4743919"
"81933202101","HHC","Health and Hospitals Corporation",,"0","0.0","758630.2"
"81933202102","HHC","Health and Hospitals Corporation",,"2130000","138195.56","232091.44"
"81933202204","HHC","Health and Hospitals Corporation",,"11429000","452453.12","133500.88"
"81933202248","HHC","Health and Hospitals Corporation",,"0","0","423174"
"81933202301","HHC","Health and Hospitals Corporation",,"0","0","0"
"81933202306","HHC","Health and Hospitals Corporation",,"5575000","393285","32190"
"846P-5IRENE","DPR","Department of Parks and Recreation","Fixed Asset","105000","3640.00","606415.08"
"846P-5MCARPK","DPR","Department of Parks and Recreation","ITT, Vehicles, and Equipment","31000","10610.76","5080189.74"
"841TFK50313","DOT","Department of Transportation","ITT, Vehicles, and Equipment","290000","0","0"
"801PV467ELMB","SBS","Department of Small Business Services","Fixed Asset","0","1261.62","4109294.37"
"846P-6CNGEVC","DPR","Department of Parks and Recreation",,"1006000","0","108000"
"846P-6CWCPI","DPR","Department of Parks and Recreation",,"0","0","0"
"068VOIPB","ACS","Administration for Children's Services","ITT, Vehicles, and Equipment","4217000","0.00","1543620.85"
"068VTCEOL","ACS","Administration for Children's Services","ITT, Vehicles, and Equipment","1542000","0.00","1107756.28"
"071HH105CARC","DHS","Department of Homeless Services","ITT, Vehicles, and Equipment","0","635339.36","20677692.68"
"071HH105CCDS","DHS","Department of Homeless Services","ITT, Vehicles, and Equipment","1015000","710456.1","874001.9"
"071HH105MOMI","DHS","Department of Homeless Services","ITT, Vehicles, and Equipment","1000000","0","0"
"071HH105OFFR","DHS","Department of Homeless Services","ITT, Vehicles, and Equipment","1027000","514359.6","0"
"846P-5GKBIKE","DPR","Department of Parks and Recreation","Fixed Asset","0","10000.02","1542922.05"
"801PV467SOST","SBS","Department of Small Business Services",,"198000","1084694.89","18139997.80"
"071HH105PRNT","DHS","Department of Homeless Services","ITT, Vehicles, and Equipment","1741000","0","0"
"801PV467STFO","SBS","Department of Small Business Services","Fixed Asset","84000","37467.07","18903069.14"
"846P-3PLG15B","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","2711366.86"
"846P-3PLG15C","DPR","Department of Parks and Recreation","Fixed Asset","0","694.08","1257906.19"
"846P-6CWPLRM","DPR","Department of Parks and Recreation",,"10898000","0","0"
"846P-6CWSTF","DPR","Department of Parks and Recreation",,"0","0","0"
"846P-6EABTRA","DPR","Department of Parks and Recreation",,"0","0.00","316897.41"
"846P-6EABTRB","DPR","Department of Parks and Recreation",,"0","0.00","936526.43"
"846P-6EAMCLO","DPR","Department of Parks and Recreation",,"3211000","0","0"
"846P-6ESRI21","DPR","Department of Parks and Recreation",,"0","0.00","1020950.73"
"846P-6FORM30","DPR","Department of Parks and Recreation",,"11200000","0","0"
"846P-6SPCR15","DPR","Department of Parks and Recreation","Fixed Asset","5351000","0.00","19734548.95"
"039LQPOMHVAC","QPL","Queens Borough Public Library","Fixed Asset","500000","0","0"
"039LQQ122-MT","QPL","Queens Borough Public Library","Fixed Asset","0","0","4300000"
"039LQQ122FAO","QPL","Queens Borough Public Library","Fixed Asset","0","2100.19","880556.0"
"801ANNADALE","SBS","Department of Small Business Services","Fixed Asset","0","0","0"
"81933202406","HHC","Health and Hospitals Corporation",,"0","0","0"
