contact_date,county,state,gender,age_range,level_1_classification,needs_met
2023-10-22,Allegheny County,PA,M,45 to 64,Health Care,t
2023-10-22,Allegheny County,PA,M,45 to 64,Health Care,t
2023-10-22,Allegheny County,PA,M,45 to 64,Health Care,t
2023-10-22,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2023-10-22,Allegheny County,PA,M,45 to 64,Income Support and Employment,t
2023-10-22,Beaver County,PA,F,25 to 44,Basic Needs,t
2023-10-22,Beaver County,PA,F,25 to 44,Basic Needs,t
2023-10-22,Beaver County,PA,F,25 to 44,Basic Needs,t
2023-10-22,Cambria County,PA,F,65 and over,Basic Needs,t
2023-10-22,Cambria County,PA,F,65 and over,Basic Needs,t
2023-10-22,Cambria County,PA,M,25 to 44,Basic Needs,t
2023-10-22,Cambria County,PA,M,25 to 44,Basic Needs,t
2023-10-22,Crawford County,PA,M,45 to 64,Basic Needs,t
2023-10-22,Crawford County,PA,M,45 to 64,Basic Needs,t
2023-10-22,Crawford County,PA,M,45 to 64,Basic Needs,t
2023-10-22,Erie County,PA,F,25 to 44,Basic Needs,t
2023-10-22,Erie County,PA,F,45 to 64,Basic Needs,f
2023-10-22,Erie County,PA,F,45 to 64,Income Support and Employment,t
2023-10-22,Erie County,PA,M,25 to 44,Income Support and Employment,t
2023-10-22,Erie County,PA,M,25 to 44,Income Support and Employment,t
2023-10-22,Fayette County,PA,F,25 to 44,Basic Needs,t
2023-10-22,Fayette County,PA,F,25 to 44,Basic Needs,t
2023-10-22,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-22,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-22,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-22,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-22,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-22,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-22,Somerset County,PA,F,25 to 44,Basic Needs,t
2023-10-22,Somerset County,PA,F,25 to 44,Basic Needs,t
2023-10-22,Washington County,PA,M,25 to 44,Individual and Family Life,t
2023-10-22,Washington County,PA,M,25 to 44,Individual and Family Life,t
2023-10-22,Westmoreland County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2023-10-22,Westmoreland County,PA,M,45 to 64,Individual and Family Life,t
2023-10-22,Westmoreland County,PA,M,45 to 64,Organizational/Community/International Services,t
2023-10-22,Westmoreland County,PA,M,45 to 64,Organizational/Community/International Services,t
2023-10-23,Allegheny County,PA,,,Basic Needs,t
2023-10-23,Allegheny County,PA,,,Basic Needs,t
2023-10-23,Allegheny County,PA,,,Basic Needs,t
2023-10-23,Allegheny County,PA,,,Basic Needs,t
2023-10-23,Allegheny County,PA,,,Basic Needs,t
2023-10-23,Allegheny County,PA,,,Basic Needs,t
2023-10-23,Allegheny County,PA,,,Basic Needs,t
2023-10-23,Allegheny County,PA,,,Basic Needs,t
2023-10-23,Allegheny County,PA,,,Basic Needs,t
2023-10-23,Allegheny County,PA,,,Criminal Justice and Legal Services,t
2023-10-23,Allegheny County,PA,,,Criminal Justice and Legal Services,t
2023-10-23,Allegheny County,PA,F,,Basic Needs,f
2023-10-23,Allegheny County,PA,F,,Basic Needs,f
2023-10-23,Allegheny County,PA,F,,Income Support and Employment,t
2023-10-23,Allegheny County,PA,F,,Income Support and Employment,t
2023-10-23,Allegheny County,PA,F,,Income Support and Employment,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-10-23,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-10-23,Allegheny County,PA,F,25 to 44,Income Support and Employment,t
2023-10-23,Allegheny County,PA,F,25 to 44,Individual and Family Life,t
2023-10-23,Allegheny County,PA,F,25 to 44,Individual and Family Life,t
2023-10-23,Allegheny County,PA,F,25 to 44,Individual and Family Life,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-10-23,Allegheny County,PA,M,45 to 64,Mental Health and Substance Use Disorder Services,t
2023-10-23,Allegheny County,PA,M,45 to 64,Mental Health and Substance Use Disorder Services,t
2023-10-23,Allegheny County,PA,M,45 to 64,Mental Health and Substance Use Disorder Services,t
2023-10-23,Allegheny County,PA,M,65 and over,Basic Needs,t
2023-10-23,Allegheny County,PA,M,65 and over,Basic Needs,t
2023-10-23,Allegheny County,PA,M,65 and over,Basic Needs,t
2023-10-23,Allegheny County,PA,M,65 and over,Basic Needs,t
2023-10-23,Allegheny County,PA,M,65 and over,Basic Needs,t
2023-10-23,Allegheny County,PA,M,65 and over,Income Support and Employment,t
2023-10-23,Beaver County,PA,F,45 to 64,Individual and Family Life,f
2023-10-23,Butler County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Butler County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Butler County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Butler County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Butler County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Butler County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Butler County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Butler County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Butler County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Cambria County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Cambria County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Cambria County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Cambria County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Cambria County,PA,M,45 to 64,Health Care,t
2023-10-23,Cambria County,PA,M,45 to 64,Health Care,t
2023-10-23,Cambria County,PA,M,65 and over,Basic Needs,t
2023-10-23,Cambria County,PA,M,65 and over,Basic Needs,t
2023-10-23,Cambria County,PA,M,65 and over,Basic Needs,t
2023-10-23,Cambria County,PA,M,65 and over,Basic Needs,t
2023-10-23,Clarion County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Clarion County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Clarion County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Crawford County,PA,M,25 to 44,Income Support and Employment,t
2023-10-23,Erie County,PA,,45 to 64,Income Support and Employment,t
2023-10-23,Erie County,PA,,45 to 64,Income Support and Employment,t
2023-10-23,Erie County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Erie County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Erie County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Erie County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Erie County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Erie County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-10-23,Erie County,PA,F,25 to 44,Income Support and Employment,t
2023-10-23,Erie County,PA,F,25 to 44,Income Support and Employment,t
2023-10-23,Erie County,PA,F,25 to 44,Income Support and Employment,t
2023-10-23,Erie County,PA,F,25 to 44,Income Support and Employment,t
2023-10-23,Erie County,PA,F,25 to 44,Income Support and Employment,t
2023-10-23,Erie County,PA,F,25 to 44,Organizational/Community/International Services,t
2023-10-23,Erie County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Erie County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Erie County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Erie County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Erie County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Erie County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Erie County,PA,F,45 to 64,Health Care,t
2023-10-23,Erie County,PA,F,45 to 64,Health Care,t
2023-10-23,Erie County,PA,F,45 to 64,Health Care,t
2023-10-23,Erie County,PA,M,45 to 64,Basic Needs,t
2023-10-23,Jefferson County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Jefferson County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Jefferson County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Jefferson County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Jefferson County,PA,F,45 to 64,Income Support and Employment,t
2023-10-23,Lawrence County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Lawrence County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Lawrence County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Lawrence County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Lawrence County,PA,F,45 to 64,Income Support and Employment,t
2023-10-23,Lawrence County,PA,F,45 to 64,Income Support and Employment,t
2023-10-23,Mercer County,PA,,,Consumer Services,t
2023-10-23,Mercer County,PA,,,Consumer Services,t
2023-10-23,Mercer County,PA,,,Consumer Services,t
2023-10-23,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Mercer County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Warren County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Warren County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Warren County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Warren County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Warren County,PA,M,25 to 44,Basic Needs,t
2023-10-23,Warren County,PA,M,25 to 44,Income Support and Employment,t
2023-10-23,Washington County,PA,,,Basic Needs,f
2023-10-23,Washington County,PA,,,Income Support and Employment,t
2023-10-23,Washington County,PA,,,Income Support and Employment,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Washington County,PA,F,25 to 44,Consumer Services,t
2023-10-23,Washington County,PA,F,25 to 44,Consumer Services,t
2023-10-23,Washington County,PA,F,25 to 44,Consumer Services,t
2023-10-23,Washington County,PA,F,25 to 44,Consumer Services,t
2023-10-23,Washington County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Washington County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Washington County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Washington County,PA,F,45 to 64,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,18 to 24,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,18 to 24,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,45 to 64,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,45 to 64,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,45 to 64,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,45 to 64,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,45 to 64,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,45 to 64,Income Support and Employment,t
2023-10-23,Westmoreland County,PA,M,65 and over,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,65 and over,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,65 and over,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,65 and over,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,65 and over,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,65 and over,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,65 and over,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,65 and over,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,65 and over,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,65 and over,Basic Needs,t
2023-10-23,Westmoreland County,PA,M,65 and over,Basic Needs,t
2023-10-24,Allegheny County,PA,F,0 to 5,Basic Needs,t
2023-10-24,Allegheny County,PA,F,0 to 5,Basic Needs,t
2023-10-24,Allegheny County,PA,F,0 to 5,Basic Needs,t
2023-10-24,Allegheny County,PA,F,0 to 5,Basic Needs,t
2023-10-24,Allegheny County,PA,F,0 to 5,Basic Needs,t
2023-10-24,Allegheny County,PA,F,0 to 5,Individual and Family Life,t
2023-10-24,Allegheny County,PA,F,0 to 5,Individual and Family Life,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-10-24,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-10-24,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-10-24,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-10-24,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-10-24,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-10-24,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-10-24,Allegheny County,PA,F,25 to 44,Income Support and Employment,t
2023-10-24,Allegheny County,PA,F,25 to 44,Income Support and Employment,t
2023-10-24,Allegheny County,PA,F,25 to 44,Income Support and Employment,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,F,45 to 64,Consumer Services,t
2023-10-24,Allegheny County,PA,F,45 to 64,Criminal Justice and Legal Services,t
2023-10-24,Allegheny County,PA,F,45 to 64,Income Support and Employment,t
2023-10-24,Allegheny County,PA,F,45 to 64,Individual and Family Life,t
2023-10-24,Allegheny County,PA,F,45 to 64,Individual and Family Life,t
2023-10-24,Allegheny County,PA,F,45 to 64,Individual and Family Life,t
2023-10-24,Allegheny County,PA,F,45 to 64,Individual and Family Life,t
2023-10-24,Allegheny County,PA,F,65 and over,Basic Needs,t
2023-10-24,Allegheny County,PA,F,65 and over,Basic Needs,t
2023-10-24,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-10-24,Allegheny County,PA,M,25 to 44,Criminal Justice and Legal Services,t
2023-10-24,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2023-10-24,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2023-10-24,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-10-24,Allegheny County,PA,M,45 to 64,Criminal Justice and Legal Services,t
2023-10-24,Beaver County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Beaver County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Beaver County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Beaver County,PA,F,25 to 44,Income Support and Employment,t
2023-10-24,Butler County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Butler County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Butler County,PA,F,25 to 44,Basic Needs,t
2023-10-24,Crawford County,PA,F,25 to 44,Basic Needs,t
