year,Community Board,Borough,Complaint Type,cnt
2012,04 QUEENS,QUEENS,GENERAL CONSTRUCTION,36
2012,04 QUEENS,QUEENS,PAINT - PLASTER,34
2012,04 QUEENS,QUEENS,Dirty Conditions,30
2012,04 QUEENS,QUEENS,NONCONST,29
2012,05 BRONX,BRONX,HEATING,298
2012,05 BRONX,BRONX,GENERAL CONSTRUCTION,176
2012,05 BRONX,BRONX,Noise - Residential,162
2012,05 BRONX,BRONX,PAINT - PLASTER,153
2012,05 BRONX,BRONX,PLUMBING,137
2012,05 BRONX,BRONX,NONCONST,81
2012,05 BRONX,BRONX,Water System,52
2012,05 BRONX,BRONX,ELECTRIC,47
2012,05 BRONX,BRONX,Blocked Driveway,25
2012,05 BRONX,BRONX,Noise - Street/Sidewalk,18
2012,05 BROOKLYN,BROOKLYN,HEATING,175
2012,05 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,169
2012,05 BROOKLYN,BROOKLYN,Noise - Residential,126
2012,05 BROOKLYN,BROOKLYN,PLUMBING,126
2012,05 BROOKLYN,BROOKLYN,PAINT - PLASTER,102
2012,05 BROOKLYN,BROOKLYN,NONCONST,86
2012,05 BROOKLYN,BROOKLYN,Blocked Driveway,63
2012,05 BROOKLYN,BROOKLYN,Water System,60
2012,05 BROOKLYN,BROOKLYN,Street Light Condition,57
2012,05 BROOKLYN,BROOKLYN,ELECTRIC,56
2012,05 MANHATTAN,MANHATTAN,Broken Muni Meter,126
2012,05 MANHATTAN,MANHATTAN,Taxi Complaint,112
2012,05 MANHATTAN,MANHATTAN,Noise,60
2012,05 MANHATTAN,MANHATTAN,Consumer Complaint,48
2012,05 MANHATTAN,MANHATTAN,Street Condition,42
2012,05 MANHATTAN,MANHATTAN,Water System,36
2012,05 MANHATTAN,MANHATTAN,Illegal Parking,31
2012,05 MANHATTAN,MANHATTAN,Noise - Commercial,30
2012,05 MANHATTAN,MANHATTAN,General Construction/Plumbing,27
2012,05 MANHATTAN,MANHATTAN,HEATING,27
2012,05 QUEENS,QUEENS,Blocked Driveway,90
2012,05 QUEENS,QUEENS,Street Light Condition,79
2012,05 QUEENS,QUEENS,Damaged Tree,72
2012,05 QUEENS,QUEENS,HEATING,72
2012,05 QUEENS,QUEENS,Noise - Residential,61
2012,05 QUEENS,QUEENS,Sewer,60
2012,05 QUEENS,QUEENS,Water System,56
2012,05 QUEENS,QUEENS,Illegal Parking,52
2012,05 QUEENS,QUEENS,GENERAL CONSTRUCTION,49
2012,05 QUEENS,QUEENS,PAINT - PLASTER,39
2012,06 BRONX,BRONX,HEATING,134
2012,06 BRONX,BRONX,GENERAL CONSTRUCTION,129
2012,06 BRONX,BRONX,PLUMBING,90
2012,06 BRONX,BRONX,PAINT - PLASTER,87
2012,06 BRONX,BRONX,Noise - Residential,61
2012,06 BRONX,BRONX,NONCONST,49
2012,06 BRONX,BRONX,Water System,31
2012,06 BRONX,BRONX,ELECTRIC,21
2012,06 BRONX,BRONX,Graffiti,16
2012,06 BRONX,BRONX,Noise - Vehicle,14
2012,06 BROOKLYN,BROOKLYN,HEATING,37
2012,06 BROOKLYN,BROOKLYN,Damaged Tree,35
2012,06 BROOKLYN,BROOKLYN,Water System,33
2012,06 BROOKLYN,BROOKLYN,Street Light Condition,33
2012,06 BROOKLYN,BROOKLYN,Illegal Parking,32
2012,06 BROOKLYN,BROOKLYN,Noise - Residential,31
2012,06 BROOKLYN,BROOKLYN,Noise,29
2012,06 BROOKLYN,BROOKLYN,General Construction/Plumbing,29
2012,06 BROOKLYN,BROOKLYN,Traffic Signal Condition,27
2012,06 BROOKLYN,BROOKLYN,PAINT - PLASTER,27
2012,06 MANHATTAN,MANHATTAN,HEATING,57
2012,06 MANHATTAN,MANHATTAN,Taxi Complaint,52
2012,06 MANHATTAN,MANHATTAN,Noise,50
2012,06 MANHATTAN,MANHATTAN,Broken Muni Meter,43
2012,06 MANHATTAN,MANHATTAN,Noise - Residential,39
2012,06 MANHATTAN,MANHATTAN,SCRIE,33
2012,06 MANHATTAN,MANHATTAN,GENERAL CONSTRUCTION,29
2012,06 MANHATTAN,MANHATTAN,Illegal Parking,25
2012,06 MANHATTAN,MANHATTAN,Street Condition,21
2012,06 MANHATTAN,MANHATTAN,PLUMBING,18
2012,06 QUEENS,QUEENS,HEATING,58
2012,06 QUEENS,QUEENS,Noise - Residential,39
2012,06 QUEENS,QUEENS,Blocked Driveway,39
2012,06 QUEENS,QUEENS,Damaged Tree,37
2012,06 QUEENS,QUEENS,Street Light Condition,37
2012,06 QUEENS,QUEENS,SCRIE,31
2012,06 QUEENS,QUEENS,ELECTRIC,26
2012,06 QUEENS,QUEENS,Sewer,24
2012,06 QUEENS,QUEENS,Broken Muni Meter,24
2012,06 QUEENS,QUEENS,NONCONST,23
2012,07 BRONX,BRONX,HEATING,412
2012,07 BRONX,BRONX,GENERAL CONSTRUCTION,210
2012,07 BRONX,BRONX,PLUMBING,181
2012,07 BRONX,BRONX,Noise - Residential,179
2012,07 BRONX,BRONX,PAINT - PLASTER,146
2012,07 BRONX,BRONX,Water System,74
2012,07 BRONX,BRONX,NONCONST,71
2012,07 BRONX,BRONX,ELECTRIC,64
2012,07 BRONX,BRONX,Noise - Street/Sidewalk,30
2012,07 BRONX,BRONX,Noise - Vehicle,29
2012,07 BROOKLYN,BROOKLYN,HEATING,62
2012,07 BROOKLYN,BROOKLYN,Street Light Condition,51
2012,07 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,50
2012,07 BROOKLYN,BROOKLYN,Noise - Residential,47
2012,07 BROOKLYN,BROOKLYN,Blocked Driveway,40
2012,07 BROOKLYN,BROOKLYN,Traffic Signal Condition,33
2012,07 BROOKLYN,BROOKLYN,NONCONST,32
2012,07 BROOKLYN,BROOKLYN,PAINT - PLASTER,26
2012,07 BROOKLYN,BROOKLYN,Noise,25
2012,07 BROOKLYN,BROOKLYN,Graffiti,24
2012,07 MANHATTAN,MANHATTAN,HEATING,128
2012,07 MANHATTAN,MANHATTAN,Noise - Residential,111
2012,07 MANHATTAN,MANHATTAN,Noise,70
2012,07 MANHATTAN,MANHATTAN,GENERAL CONSTRUCTION,52
2012,07 MANHATTAN,MANHATTAN,Broken Muni Meter,42
2012,07 MANHATTAN,MANHATTAN,Taxi Complaint,42
2012,07 MANHATTAN,MANHATTAN,SCRIE,39
2012,07 MANHATTAN,MANHATTAN,PAINT - PLASTER,38
2012,07 MANHATTAN,MANHATTAN,Illegal Parking,35
2012,07 MANHATTAN,MANHATTAN,PLUMBING,32
2012,07 QUEENS,QUEENS,Damaged Tree,123
2012,07 QUEENS,QUEENS,Noise - Residential,90
2012,07 QUEENS,QUEENS,Street Light Condition,81
2012,07 QUEENS,QUEENS,Blocked Driveway,77
2012,07 QUEENS,QUEENS,HEATING,66
2012,07 QUEENS,QUEENS,Building/Use,49
2012,07 QUEENS,QUEENS,Water System,44
2012,07 QUEENS,QUEENS,Dirty Conditions,41
2012,07 QUEENS,QUEENS,Sewer,41
2012,07 QUEENS,QUEENS,Illegal Parking,40
2012,08 BRONX,BRONX,HEATING,118
2012,08 BRONX,BRONX,Noise - Residential,83
2012,08 BRONX,BRONX,GENERAL CONSTRUCTION,61
2012,08 BRONX,BRONX,PLUMBING,44
2012,08 BRONX,BRONX,PAINT - PLASTER,37
2012,08 BRONX,BRONX,NONCONST,32
2012,08 BRONX,BRONX,Water System,27
2012,08 BRONX,BRONX,Street Condition,23
2012,08 BRONX,BRONX,Blocked Driveway,19
2012,08 BRONX,BRONX,Noise,14
2012,08 BRONX,MANHATTAN,Water System,2
2012,08 BRONX,MANHATTAN,Standing Water,1
2012,08 BRONX,MANHATTAN,Noise - Residential,1
2012,08 BRONX,MANHATTAN,New Tree Request,1
2012,08 BRONX,MANHATTAN,Air Quality,1
2012,08 BROOKLYN,BROOKLYN,HEATING,219
2012,08 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,143
2012,08 BROOKLYN,BROOKLYN,PLUMBING,119
2012,08 BROOKLYN,BROOKLYN,Noise - Residential,105
2012,08 BROOKLYN,BROOKLYN,PAINT - PLASTER,88
2012,08 BROOKLYN,BROOKLYN,NONCONST,78
2012,08 BROOKLYN,BROOKLYN,ELECTRIC,48
2012,08 BROOKLYN,BROOKLYN,Street Light Condition,26
2012,08 BROOKLYN,BROOKLYN,Traffic Signal Condition,26
2012,08 BROOKLYN,BROOKLYN,Blocked Driveway,25
2012,08 MANHATTAN,MANHATTAN,HEATING,90
2012,08 MANHATTAN,MANHATTAN,Noise,87
2012,08 MANHATTAN,MANHATTAN,Noise - Residential,66
2012,08 MANHATTAN,MANHATTAN,Broken Muni Meter,57
2012,08 MANHATTAN,MANHATTAN,Taxi Complaint,56
2012,08 MANHATTAN,MANHATTAN,GENERAL CONSTRUCTION,53
2012,08 MANHATTAN,MANHATTAN,PLUMBING,39
2012,08 MANHATTAN,MANHATTAN,Street Condition,36
2012,08 MANHATTAN,MANHATTAN,NONCONST,32
2012,08 MANHATTAN,MANHATTAN,General Construction/Plumbing,32
2012,08 QUEENS,QUEENS,Damaged Tree,135
2012,08 QUEENS,QUEENS,Noise - Residential,57
2012,08 QUEENS,QUEENS,HEATING,47
2012,08 QUEENS,QUEENS,Dirty Conditions,46
2012,08 QUEENS,QUEENS,Street Light Condition,46
2012,08 QUEENS,QUEENS,Sewer,43
2012,08 QUEENS,QUEENS,Blocked Driveway,38
2012,08 QUEENS,QUEENS,Water System,30
2012,08 QUEENS,QUEENS,Sanitation Condition,28
2012,08 QUEENS,QUEENS,GENERAL CONSTRUCTION,27
2012,09 BRONX,BRONX,HEATING,196
2012,09 BRONX,BRONX,Noise - Residential,147
2012,09 BRONX,BRONX,GENERAL CONSTRUCTION,106
2012,09 BRONX,BRONX,PLUMBING,103
2012,09 BRONX,BRONX,PAINT - PLASTER,74
2012,09 BRONX,BRONX,Street Light Condition,71
2012,09 BRONX,BRONX,Water System,53
2012,09 BRONX,BRONX,NONCONST,49
2012,09 BRONX,BRONX,Blocked Driveway,39
2012,09 BRONX,BRONX,For Hire Vehicle Complaint,38
2012,09 BROOKLYN,BROOKLYN,HEATING,234
2012,09 BROOKLYN,BROOKLYN,PAINT - PLASTER,139
2012,09 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,133
2012,09 BROOKLYN,BROOKLYN,PLUMBING,130
2012,09 BROOKLYN,BROOKLYN,Noise - Residential,101
2012,09 BROOKLYN,BROOKLYN,NONCONST,67
2012,09 BROOKLYN,BROOKLYN,ELECTRIC,49
2012,09 BROOKLYN,BROOKLYN,Dirty Conditions,24
2012,09 BROOKLYN,BROOKLYN,Blocked Driveway,24
2012,09 BROOKLYN,BROOKLYN,Street Light Condition,22
2012,09 MANHATTAN,MANHATTAN,HEATING,191
2012,09 MANHATTAN,MANHATTAN,GENERAL CONSTRUCTION,133
2012,09 MANHATTAN,MANHATTAN,Noise - Residential,131
2012,09 MANHATTAN,MANHATTAN,PAINT - PLASTER,120
2012,09 MANHATTAN,MANHATTAN,PLUMBING,74
2012,09 MANHATTAN,MANHATTAN,NONCONST,48
2012,09 MANHATTAN,MANHATTAN,ELECTRIC,37
2012,09 MANHATTAN,MANHATTAN,Water System,34
2012,09 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,32
2012,09 MANHATTAN,MANHATTAN,Noise Survey,32
2012,09 QUEENS,QUEENS,Blocked Driveway,100
2012,09 QUEENS,QUEENS,Noise - Residential,99
2012,09 QUEENS,QUEENS,Damaged Tree,71
2012,09 QUEENS,QUEENS,HEATING,68
2012,09 QUEENS,QUEENS,GENERAL CONSTRUCTION,48
2012,09 QUEENS,QUEENS,Building/Use,47
2012,09 QUEENS,QUEENS,Street Light Condition,39
2012,09 QUEENS,QUEENS,Water System,37
2012,09 QUEENS,QUEENS,Sanitation Condition,33
2012,09 QUEENS,QUEENS,Dirty Conditions,32
2012,10 BRONX,BRONX,HEATING,76
2012,10 BRONX,BRONX,Street Light Condition,60
2012,10 BRONX,BRONX,Illegal Parking,38
2012,10 BRONX,BRONX,Noise - Residential,33
2012,10 BRONX,BRONX,Damaged Tree,31
2012,10 BRONX,BRONX,Water System,25
2012,10 BRONX,BRONX,Blocked Driveway,24
2012,10 BRONX,BRONX,PLUMBING,22
2012,10 BRONX,BRONX,Sewer,20
2012,10 BRONX,BRONX,GENERAL CONSTRUCTION,19
2012,10 BROOKLYN,BROOKLYN,HEATING,97
2012,10 BROOKLYN,BROOKLYN,Damaged Tree,45
2012,10 BROOKLYN,BROOKLYN,Noise - Residential,39
2012,10 BROOKLYN,BROOKLYN,Blocked Driveway,38
2012,10 BROOKLYN,BROOKLYN,Illegal Parking,38
2012,10 BROOKLYN,BROOKLYN,NONCONST,29
2012,10 BROOKLYN,BROOKLYN,Broken Muni Meter,28
2012,10 BROOKLYN,BROOKLYN,PAINT - PLASTER,28
2012,10 BROOKLYN,BROOKLYN,Noise,27
2012,10 BROOKLYN,BROOKLYN,Street Light Condition,27
2012,10 MANHATTAN,MANHATTAN,HEATING,204
2012,10 MANHATTAN,MANHATTAN,Noise - Residential,140
2012,10 MANHATTAN,MANHATTAN,GENERAL CONSTRUCTION,120
2012,10 MANHATTAN,MANHATTAN,PLUMBING,107
2012,10 MANHATTAN,MANHATTAN,PAINT - PLASTER,81
2012,10 MANHATTAN,MANHATTAN,NONCONST,48
2012,10 MANHATTAN,MANHATTAN,Water System,38
2012,10 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,37
2012,10 MANHATTAN,MANHATTAN,ELECTRIC,35
2012,10 MANHATTAN,MANHATTAN,Noise - Vehicle,30
2012,10 QUEENS,QUEENS,Noise - Residential,77
2012,10 QUEENS,QUEENS,Damaged Tree,75
2012,10 QUEENS,QUEENS,Blocked Driveway,70
2012,10 QUEENS,QUEENS,Street Light Condition,56
2012,10 QUEENS,QUEENS,Sewer,48
2012,10 QUEENS,QUEENS,Building/Use,47
2012,10 QUEENS,QUEENS,HEATING,37
2012,10 QUEENS,QUEENS,Water System,34
2012,10 QUEENS,QUEENS,Dirty Conditions,34
2012,10 QUEENS,QUEENS,Sanitation Condition,29
2012,11 BRONX,BRONX,HEATING,168
2012,11 BRONX,BRONX,Noise - Residential,136
2012,11 BRONX,BRONX,GENERAL CONSTRUCTION,82
2012,11 BRONX,BRONX,PLUMBING,73
2012,11 BRONX,BRONX,PAINT - PLASTER,60
2012,11 BRONX,BRONX,Street Light Condition,49
2012,11 BRONX,BRONX,Blocked Driveway,45
2012,11 BRONX,BRONX,Damaged Tree,37
2012,11 BRONX,BRONX,Water System,29
2012,11 BRONX,BRONX,NONCONST,24
2012,11 BROOKLYN,BROOKLYN,HEATING,97
2012,11 BROOKLYN,BROOKLYN,Blocked Driveway,75
2012,11 BROOKLYN,BROOKLYN,Illegal Parking,67
2012,11 BROOKLYN,BROOKLYN,Noise - Residential,65
2012,11 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,61
2012,11 BROOKLYN,BROOKLYN,PLUMBING,44
2012,11 BROOKLYN,BROOKLYN,PAINT - PLASTER,42
2012,11 BROOKLYN,BROOKLYN,NONCONST,37
2012,11 BROOKLYN,BROOKLYN,Street Light Condition,33
2012,11 BROOKLYN,BROOKLYN,Sewer,32
2012,11 MANHATTAN,MANHATTAN,HEATING,107
2012,11 MANHATTAN,MANHATTAN,Noise - Residential,89
2012,11 MANHATTAN,MANHATTAN,GENERAL CONSTRUCTION,78
2012,11 MANHATTAN,MANHATTAN,PLUMBING,63
2012,11 MANHATTAN,MANHATTAN,PAINT - PLASTER,45
2012,11 MANHATTAN,MANHATTAN,NONCONST,41
2012,11 MANHATTAN,MANHATTAN,Water System,27
2012,11 MANHATTAN,MANHATTAN,Noise - Commercial,21
2012,11 MANHATTAN,MANHATTAN,Illegal Parking,20
2012,11 MANHATTAN,MANHATTAN,General Construction/Plumbing,20
2012,11 QUEENS,QUEENS,Damaged Tree,131
2012,11 QUEENS,QUEENS,Street Light Condition,62
2012,11 QUEENS,QUEENS,Water System,34
2012,11 QUEENS,QUEENS,Sewer,26
2012,11 QUEENS,QUEENS,Illegal Parking,25
2012,11 QUEENS,QUEENS,Construction,25
2012,11 QUEENS,QUEENS,Blocked Driveway,24
2012,11 QUEENS,QUEENS,Dirty Conditions,23
2012,11 QUEENS,QUEENS,Dead Tree,23
2012,11 QUEENS,QUEENS,Root/Sewer/Sidewalk Condition,21
2012,12 BRONX,BRONX,HEATING,165
2012,12 BRONX,BRONX,Noise - Residential,119
2012,12 BRONX,BRONX,GENERAL CONSTRUCTION,116
2012,12 BRONX,BRONX,PLUMBING,108
2012,12 BRONX,BRONX,PAINT - PLASTER,79
2012,12 BRONX,BRONX,Blocked Driveway,67
2012,12 BRONX,BRONX,NONCONST,66
2012,12 BRONX,BRONX,Water System,49
2012,12 BRONX,BRONX,ELECTRIC,43
2012,12 BRONX,BRONX,Street Light Condition,42
2012,12 BROOKLYN,BROOKLYN,HEATING,89
2012,12 BROOKLYN,BROOKLYN,Blocked Driveway,70
2012,12 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,66
2012,12 BROOKLYN,BROOKLYN,Illegal Parking,52
2012,12 BROOKLYN,BROOKLYN,Damaged Tree,45
2012,12 BROOKLYN,BROOKLYN,Noise - Residential,43
2012,12 BROOKLYN,BROOKLYN,PLUMBING,42
2012,12 BROOKLYN,BROOKLYN,Traffic Signal Condition,37
2012,12 BROOKLYN,BROOKLYN,Street Light Condition,36
2012,12 BROOKLYN,BROOKLYN,PAINT - PLASTER,35
2012,12 MANHATTAN,MANHATTAN,HEATING,534
2012,12 MANHATTAN,MANHATTAN,GENERAL CONSTRUCTION,246
2012,12 MANHATTAN,MANHATTAN,Noise - Residential,216
2012,12 MANHATTAN,MANHATTAN,PLUMBING,191
2012,12 MANHATTAN,MANHATTAN,PAINT - PLASTER,177
2012,12 MANHATTAN,MANHATTAN,NONCONST,103
2012,12 MANHATTAN,MANHATTAN,Water System,89
2012,12 MANHATTAN,MANHATTAN,ELECTRIC,62
2012,12 MANHATTAN,MANHATTAN,Noise - Vehicle,54
2012,12 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,48
2012,12 QUEENS,QUEENS,Noise - Residential,132
2012,12 QUEENS,QUEENS,Sewer,119
2012,12 QUEENS,QUEENS,Damaged Tree,116
2012,12 QUEENS,QUEENS,HEATING,104
2012,12 QUEENS,QUEENS,Street Light Condition,84
2012,12 QUEENS,QUEENS,GENERAL CONSTRUCTION,82
2012,12 QUEENS,QUEENS,Blocked Driveway,77
2012,12 QUEENS,QUEENS,PLUMBING,73
2012,12 QUEENS,QUEENS,Water System,73
2012,12 QUEENS,QUEENS,Dirty Conditions,70
2012,13 BROOKLYN,BROOKLYN,HEATING,93
2012,13 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,39
2012,13 BROOKLYN,BROOKLYN,PAINT - PLASTER,33
2012,13 BROOKLYN,BROOKLYN,ELECTRIC,32
2012,13 BROOKLYN,BROOKLYN,PLUMBING,31
2012,13 BROOKLYN,BROOKLYN,NONCONST,28
2012,13 BROOKLYN,BROOKLYN,Sewer,26
2012,13 BROOKLYN,BROOKLYN,Noise - Residential,26
2012,13 BROOKLYN,BROOKLYN,Blocked Driveway,21
2012,13 BROOKLYN,BROOKLYN,Illegal Parking,17
2012,13 QUEENS,QUEENS,Damaged Tree,177
2012,13 QUEENS,QUEENS,Street Light Condition,93
2012,13 QUEENS,QUEENS,Sewer,75
2012,13 QUEENS,QUEENS,Noise - Residential,67
2012,13 QUEENS,QUEENS,Blocked Driveway,48
2012,13 QUEENS,QUEENS,Water System,44
2012,13 QUEENS,QUEENS,HEATING,43
2012,13 QUEENS,QUEENS,Traffic Signal Condition,41
2012,13 QUEENS,QUEENS,Dirty Conditions,38
2012,13 QUEENS,QUEENS,PLUMBING,37
2012,14 BROOKLYN,BROOKLYN,HEATING,231
2012,14 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,175
2012,14 BROOKLYN,BROOKLYN,Noise - Residential,138
2012,14 BROOKLYN,BROOKLYN,PAINT - PLASTER,131
2012,14 BROOKLYN,BROOKLYN,PLUMBING,130
2012,14 BROOKLYN,BROOKLYN,NONCONST,85
2012,14 BROOKLYN,BROOKLYN,ELECTRIC,45
2012,14 BROOKLYN,BROOKLYN,Blocked Driveway,43
2012,14 BROOKLYN,BROOKLYN,Damaged Tree,42
2012,14 BROOKLYN,BROOKLYN,SCRIE,28
2012,14 QUEENS,QUEENS,HEATING,119
2012,14 QUEENS,QUEENS,Sewer,62
2012,14 QUEENS,QUEENS,GENERAL CONSTRUCTION,55
2012,14 QUEENS,QUEENS,General Construction/Plumbing,55
2012,14 QUEENS,QUEENS,PLUMBING,46
2012,14 QUEENS,QUEENS,Street Light Condition,45
2012,14 QUEENS,QUEENS,Noise - Residential,45
2012,14 QUEENS,QUEENS,ELECTRIC,42
2012,14 QUEENS,QUEENS,Water System,38
2012,14 QUEENS,QUEENS,NONCONST,37
2012,15 BROOKLYN,BROOKLYN,HEATING,103
2012,15 BROOKLYN,BROOKLYN,Noise - Residential,67
2012,15 BROOKLYN,BROOKLYN,Blocked Driveway,64
2012,15 BROOKLYN,BROOKLYN,Damaged Tree,62
2012,15 BROOKLYN,BROOKLYN,Water System,45
2012,15 BROOKLYN,BROOKLYN,Illegal Parking,43
2012,15 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,43
2012,15 BROOKLYN,BROOKLYN,Sewer,42
2012,15 BROOKLYN,BROOKLYN,PLUMBING,40
2012,15 BROOKLYN,BROOKLYN,Street Light Condition,39
2012,16 BROOKLYN,BROOKLYN,HEATING,106
2012,16 BROOKLYN,BROOKLYN,Noise - Residential,83
2012,16 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,83
2012,16 BROOKLYN,BROOKLYN,PLUMBING,81
2012,16 BROOKLYN,BROOKLYN,NONCONST,47
2012,16 BROOKLYN,BROOKLYN,ELECTRIC,29
2012,16 BROOKLYN,BROOKLYN,PAINT - PLASTER,24
2012,16 BROOKLYN,BROOKLYN,Traffic Signal Condition,20
2012,16 BROOKLYN,BROOKLYN,Dirty Conditions,19
2012,16 BROOKLYN,BROOKLYN,Water System,17
2012,17 BROOKLYN,BROOKLYN,HEATING,292
2012,17 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,169
2012,17 BROOKLYN,BROOKLYN,PLUMBING,153
2012,17 BROOKLYN,BROOKLYN,Noise - Residential,134
2012,17 BROOKLYN,BROOKLYN,PAINT - PLASTER,125
2012,17 BROOKLYN,BROOKLYN,NONCONST,109
2012,17 BROOKLYN,BROOKLYN,Blocked Driveway,69
2012,17 BROOKLYN,BROOKLYN,ELECTRIC,67
2012,17 BROOKLYN,BROOKLYN,Sanitation Condition,34
2012,17 BROOKLYN,BROOKLYN,Damaged Tree,28
2012,18 BROOKLYN,BROOKLYN,Noise - Residential,97
2012,18 BROOKLYN,BROOKLYN,Blocked Driveway,86
2012,18 BROOKLYN,BROOKLYN,HEATING,84
2012,18 BROOKLYN,BROOKLYN,Damaged Tree,70
2012,18 BROOKLYN,BROOKLYN,Sewer,67
2012,18 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,61
2012,18 BROOKLYN,BROOKLYN,Water System,49
2012,18 BROOKLYN,BROOKLYN,Sanitation Condition,42
2012,18 BROOKLYN,BROOKLYN,PLUMBING,42
2012,18 BROOKLYN,BROOKLYN,Dirty Conditions,39
2012,27 BRONX,BRONX,Street Sign - Missing,3
2012,27 BRONX,BRONX,Traffic Signal Condition,1
2012,27 BRONX,BRONX,Consumer Complaint,1
2012,28 BRONX,BRONX,Highway Condition,4
2012,28 BRONX,BRONX,Beach/Pool/Sauna Complaint,1
2012,55 BROOKLYN,BROOKLYN,Damaged Tree,3
2012,55 BROOKLYN,BROOKLYN,Street Condition,1
2012,55 BROOKLYN,BROOKLYN,Sidewalk Condition,1
2012,55 BROOKLYN,BROOKLYN,Derelict Vehicle,1
2012,56 BROOKLYN,BROOKLYN,Highway Condition,2
2012,56 BROOKLYN,BROOKLYN,Standing Water,1
2012,64 MANHATTAN,MANHATTAN,Violation of Park Rules,4
2012,64 MANHATTAN,MANHATTAN,Taxi Complaint,3
2012,64 MANHATTAN,MANHATTAN,Noise - Park,2
2012,64 MANHATTAN,MANHATTAN,Vending,1
2012,64 MANHATTAN,MANHATTAN,Consumer Complaint,1
2012,64 MANHATTAN,MANHATTAN,Disorderly Youth,1
2012,80 QUEENS,QUEENS,Taxi Complaint,14
2012,80 QUEENS,QUEENS,For Hire Vehicle Complaint,1
2012,81 QUEENS,QUEENS,Highway Condition,2
2012,81 QUEENS,QUEENS,General Construction/Plumbing,1
2012,81 QUEENS,QUEENS,Street Condition,1
2012,81 QUEENS,QUEENS,Traffic,1
2012,81 QUEENS,QUEENS,Noise - Park,1
2012,82 QUEENS,QUEENS,Street Light Condition,3
2012,82 QUEENS,QUEENS,Damaged Tree,1
2012,82 QUEENS,QUEENS,Dead Tree,1
2012,83 QUEENS,QUEENS,Taxi Complaint,15
2012,83 QUEENS,QUEENS,For Hire Vehicle Complaint,2
2012,83 QUEENS,QUEENS,Smoking,1
2012,84 QUEENS,QUEENS,Street Light Condition,2
2012,84 QUEENS,QUEENS,HEATING,1
2012,84 QUEENS,QUEENS,Bridge Condition,1
2012,95 STATEN ISLAND,STATEN ISLAND,Street Light Condition,2
2012,95 STATEN ISLAND,STATEN ISLAND,Street Sign - Damaged,1
2012,95 STATEN ISLAND,STATEN ISLAND,Dirty Conditions,1
2012,95 STATEN ISLAND,STATEN ISLAND,Sewer,1
2012,Unspecified BRONX,BRONX,Street Light Condition,475
2012,Unspecified BRONX,BRONX,Street Condition,247
2012,Unspecified BRONX,BRONX,Traffic Signal Condition,147
2012,Unspecified BRONX,BRONX,General Construction/Plumbing,58
2012,Unspecified BRONX,BRONX,Water System,34
2012,Unspecified BRONX,BRONX,HEATING,17
2012,Unspecified BRONX,BRONX,Unsanitary Animal Pvt Property,17
2012,Unspecified BRONX,BRONX,Building/Use,17
2012,Unspecified BRONX,BRONX,GENERAL CONSTRUCTION,16
2012,Unspecified BRONX,BRONX,PAINT - PLASTER,12
2012,Unspecified BROOKLYN,BROOKLYN,Street Condition,399
2012,Unspecified BROOKLYN,BROOKLYN,Street Light Condition,397
2012,Unspecified BROOKLYN,BROOKLYN,General Construction/Plumbing,216
2012,Unspecified BROOKLYN,BROOKLYN,Traffic Signal Condition,175
2012,Unspecified BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,24
2012,Unspecified BROOKLYN,BROOKLYN,Water System,23
2012,Unspecified BROOKLYN,BROOKLYN,Unsanitary Animal Pvt Property,22
2012,Unspecified BROOKLYN,BROOKLYN,PLUMBING,21
2012,Unspecified BROOKLYN,BROOKLYN,NONCONST,18
2012,Unspecified BROOKLYN,BROOKLYN,Building/Use,15
2012,Unspecified MANHATTAN,MANHATTAN,Street Light Condition,450
2012,Unspecified MANHATTAN,MANHATTAN,Traffic Signal Condition,382
2012,Unspecified MANHATTAN,MANHATTAN,Street Condition,294
2012,Unspecified MANHATTAN,MANHATTAN,General Construction/Plumbing,144
2012,Unspecified MANHATTAN,MANHATTAN,Rodent,39
2012,Unspecified MANHATTAN,MANHATTAN,Water System,18
2012,Unspecified MANHATTAN,MANHATTAN,Noise,17
2012,Unspecified MANHATTAN,MANHATTAN,Unsanitary Animal Pvt Property,14
2012,Unspecified MANHATTAN,MANHATTAN,GENERAL CONSTRUCTION,12
2012,Unspecified MANHATTAN,MANHATTAN,Violation of Park Rules,10
2012,Unspecified QUEENS,QUEENS,Street Condition,505
2012,Unspecified QUEENS,QUEENS,Street Light Condition,414
2012,Unspecified QUEENS,QUEENS,General Construction/Plumbing,245
